a2^(1/2) [MeV],a4 [dimensionless],B^(1/4) [MeV],"eos_type [0, 1, or 2]",rho_surface [10^15 g cm^-3],cs_min [dimensionless],rho_center_max [10^15 g cm^-3],M_max [solar mass],cs_max [dimensionless],rho_center_canonical [10^15 g cm^-3],R_canonical [km],Lambda_canonical [dimensionless],rho_center_k2_max [10^15 g cm^-3],k2_max [dimensionless]
334.5188142089328,0.6546823007000425,51.888016123463295,1.0,1.0000000000000002e-14,0.0,2.060978514575475,2.274214410519999,0.9382323523731012,0.7300121427105624,12.588891686112445,520.7100098160978,0.5244427736579523,0.11753288548485955
94.059520200666,0.6220363363301559,174.03988868827682,1.0,1.0000000000000002e-14,0.0,2.435306256650978,2.1706903742509542,0.5720604248983006,0.7300121426158644,12.588890316866836,520.7100102912013,0.5244431693244912,0.11753284993330462
236.98579395659254,0.5083385532289671,98.21233437122171,1.0,1.0000000000000002e-14,0.0,2.1152037698882706,2.276523161236649,0.944649677824037,0.7300121427069228,12.588891669629161,520.710009837015,0.5244434069429926,0.11753286171319864
246.16631211663088,0.7783545802952097,199.7816891151554,1.0,1.0000000000000002e-14,0.0,4.394565069572796,2.2483946878179517,0.5528937141408576,0.7300121427149975,12.588892825562189,520.7100097858008,0.5244462197379419,0.11753300428397423
245.85260487014665,0.5121955212580607,59.00685916239678,1.0,1.0000000000000002e-14,0.0,2.116521221928288,2.2765559626006158,0.9448024212912711,0.7300121427070071,12.588891670012012,520.7100098366673,0.5244431204686244,0.11753284630942432
87.23402739161816,0.6194453413061258,203.46106037334206,1.0,1.0000000000000002e-14,0.0,3.9878172683564315,2.251587115606295,0.5737681941266252,0.730012142578759,12.58888993326079,520.7100104782712,0.5244445990501607,0.11753290217027001
278.5475482086971,0.9073734233099456,196.72092443481492,1.0,1.0000000000000002e-14,0.0,4.026400944429693,2.2142754176948927,0.5468661446232015,0.7300121425426348,12.588891256720718,520.7100106669478,0.524443322534671,0.11753280414686715
212.52867249935238,0.7688698835720785,206.28742750725505,1.0,1.0000000000000002e-14,0.0,4.3548717593700585,2.2442743874752287,0.5588907849539578,0.730012142757713,12.588892312905799,520.7100095618354,0.5244541702274543,0.11753324988214495
271.0490588065967,0.6028787506232924,184.1002765771756,1.0,1.0000000000000002e-14,0.0,2.2269193073882128,2.2791029469294894,0.957100356380593,0.7300121427465128,12.588891915927013,520.7100096357146,0.5244903637522017,0.11753268822930542
318.89428116648907,0.8258964448279427,46.04713427838443,1.0,1.0000000000000002e-14,0.0,2.238020726238634,2.136505588329236,0.5226111887213809,0.7300121427230759,12.58889268883485,520.7100097450432,0.524458681838952,0.11753326662311799
119.64634002862782,0.6288018067467479,237.22743035516234,1.0,1.0000000000000002e-14,0.0,2.1659518407344844,2.2780671606978413,0.9504289662528325,0.7300121427176521,12.588891720537788,520.7100097803594,0.5244537512243558,0.11753269024165407
257.4175046315031,0.532463217016322,140.53692474240913,1.0,1.0000000000000002e-14,0.0,2.2242173141020127,2.278923051017463,0.9568107150931285,0.7300121427451715,12.588891903359542,520.7100096403652,0.5244864863810185,0.11753276993402549
37.982028196654966,0.8630998974310302,228.87456394990315,1.0,1.0000000000000002e-14,0.0,4.299432033684284,2.2048310023852924,0.5767821781398649,0.7300121425435353,12.588891257698156,520.7100106623258,0.5244427511449286,0.11753280789867447
203.6690446633228,0.7873934416293097,258.1222827640492,1.0,1.0000000000000002e-14,0.0,2.1817080456255376,2.2786572794926103,0.952180796469537,0.7300121427240223,12.588891754615904,520.710009757871,0.5244602170116887,0.11753269945935503
91.99613757350897,0.7297846472091039,210.1322596426311,1.0,1.0000000000000002e-14,0.0,3.76621048631731,2.2188431016460486,0.5735291594672569,0.7300121425531723,12.588891268294589,520.710010609819,0.5244532968322125,0.11753289120968766
221.2842091502623,0.6840084527227032,202.3013499271021,1.0,1.0000000000000002e-14,0.0,4.835943389005193,2.26656399240592,0.5573684985818614,0.7300121427381521,12.588891845687742,520.7100096758999,0.5244606904791196,0.11753276473154305
391.4803742001287,0.8615529525832354,51.50031480126948,1.0,1.0000000000000002e-14,0.0,4.045881012014977,2.250685748490296,0.5170238022433208,0.730012142655713,12.588889989278023,520.7100100974513,0.5244438590884004,0.11753285925642636
9.483345103867611,0.8263076999777129,224.97091817399686,1.0,1.0000000000000002e-14,0.0,4.12332369517445,2.20698943913204,0.5773134118596399,0.7300121425417986,12.58889125582294,520.7100106673903,0.5244429302427659,0.11753282151227963
131.9005787947325,0.6754287408480404,198.98411197943275,1.0,1.0000000000000002e-14,0.0,3.679976053102338,2.233938213342091,0.569157816940573,0.7300121426911372,12.588891605550286,520.7100099166951,0.524493614818746,0.11753271844394678
262.566476765554,0.6542387855269507,107.44497021528142,1.0,1.0000000000000002e-14,0.0,2.7872051354846645,2.225880644124089,0.5403030422184781,0.7300121425941849,12.588891352746252,520.7100104028103,0.5244599703741762,0.11753269876944895
241.66888358621273,0.9840180134059026,224.2988681957128,1.0,1.0000000000000002e-14,0.0,4.843998264431652,2.221956183359178,0.5570344537771531,0.730012142561488,12.588891277677702,520.7100105652299,0.5244468684542799,0.11753292856869328
64.5696368786458,0.65349514898032,205.3929535108117,1.0,1.0000000000000002e-14,0.0,3.7725000613110673,2.2385022172300526,0.5753777718929746,0.7300121427270333,12.588891771984668,520.7100097427289,0.524460036671867,0.11753334436793085
233.02990447137321,0.6635822913817985,107.70422755092757,1.0,1.0000000000000002e-14,0.0,1.9271030260187247,2.132856257669301,0.5424742097380172,0.7300121427472915,12.588892478508006,520.7100096310115,0.524453232351508,0.11753289065181038
