a2 [MeV^2],a4 [dimensionless],B^(1/4) [MeV],rho_surface [10^15 g cm^-3],cs_min [dimensionless],rho_center_max [10^15 g cm^-3],M_max [solar mass],cs_max [dimensionless],rho_center_canonical [10^15 g cm^-3],R_canonical [km],Lambda_canonical [dimensionless],rho_center_k2_max [10^15 g cm^-3],k2_max [dimensionless]
39036.864688602844,0.8743086545997042,133.93858302982963,0.4300097945634741,0.5262526430918562,2.2608208014541105,1.8062481318289332,0.5572520285013967,0.8755647784524403,10.534602174998728,340.9690047616499,0.43126449427289665,0.7424914657035626
22696.4436143137,0.6697609137349538,125.87669413208171,0.3043794533967826,0.5369028654247502,1.5693720569893432,2.1851455021710158,0.5613461629491798,0.5122403441634565,12.116085778610234,915.0449112569568,0.3052304227872467,0.7425351395336368
-47590.072361777784,0.5553561604524714,152.1782422662862,0.7719894095794325,0.5191344000377651,4.113922996185975,1.331911777543398,0.5545418932591939,10.0,inf,inf,0.7743093292385231,0.7424582015925553
-81938.88497812623,0.7415030114888296,170.051619009922,1.3221820464725615,0.5112365390976065,7.154219403229548,1.0039708941093604,0.5515571872972215,10.0,inf,inf,1.3262903393872914,0.742418418590376
-23507.652434846605,0.0994869561746815,119.55856542976521,0.45536710377636264,0.48986884958490573,2.5731887916431253,1.646627411920586,0.5435985759599672,1.125561401765254,10.066354428004907,232.66375982689723,0.4569228287618979,0.7422873650171044
-12809.265669476445,0.18349079673246804,111.65288578423547,0.21021645160979613,0.5250219187693279,1.1078653327026473,2.5780096979469374,0.5567827368175996,0.3237881754235767,13.862914045329797,2198.8204316716924,0.21083298676402062,0.7424849707806445
50180.87992504302,0.7392132154980808,107.57503406913668,0.2895640499952076,0.4913795551834674,1.6310981232852586,2.070649158181995,0.5441559677376935,0.5356090318524535,12.156913606831923,904.5528877143569,0.29054649844787067,0.7422974290786334
-1068.3463896145113,0.9249296566841139,157.2412709478963,0.5708650919800556,0.576162196404916,2.7526757241525766,1.6969439819706278,0.5768689506945783,1.1895298450061382,9.572957506961886,174.8085166308457,0.5722441214684101,0.7426488264206624
-56256.75838937689,0.7443430886656233,166.4772861734201,1.030812926536605,0.5258102976696936,5.424077235446456,1.1657453972293428,0.5570829773297049,10.0,inf,inf,1.0338261120624712,0.742490087938297
-4721.842526388151,0.809943613593137,145.17352916839684,0.42684863038143694,0.5708616408244334,2.0759492232323,1.9467824706781094,0.5747302871257696,0.76166830059859,10.75120794055785,409.94251965268836,0.4278991936445516,0.7426378888043957
-63867.12837652727,0.18827143730202162,153.32201813231885,1.4794700561344682,0.48186669291362066,8.503100233491768,0.9000655381735898,0.5406574801172593,10.0,inf,inf,1.4847157579826935,0.7422319516191086
-28559.319993178695,0.6193763560503662,145.30387485716602,0.5376273942801432,0.5375224499965958,2.7689260611044983,1.645840421633123,0.5615858593434311,1.2382027169997878,9.631873329795365,175.8327981220798,0.5391268174244874,0.7425376709074879
-21684.245202674283,0.47806202440975304,143.57882736409775,0.4962339753982608,0.5414947735600796,2.5376072758350325,1.7242273593642465,0.563125855620561,1.0543514700545247,9.994602756437207,234.39800707601765,0.49759657361546245,0.7425523985391395
-46915.4890929329,0.06921808588320635,137.64268330611966,1.601608225004672,0.46706356775022645,9.512429854374192,0.8409240983493605,0.5352775500475574,10.0,inf,inf,1.6077088533665358,0.7421120128275995
2936.105649881196,0.47439776400183914,132.66034463843658,0.297353308165218,0.5710338313988602,1.445805128017043,2.333091072046286,0.5747995902363996,0.46447020887598706,12.334505698730863,1052.3726178768302,0.29808474317345296,0.7426377584639275
-11510.970618183477,0.5034065125294287,137.13508142308467,0.372162082454949,0.555885948598552,1.855863149832625,2.037237926910614,0.5687625439465112,0.6481724887916728,11.285073838763337,570.141622853788,0.3731294052923013,0.742599566735615
-87722.81624280657,0.41974539375997993,167.53151121290563,1.638055366916634,0.493419733751874,9.187531193820686,0.873837680436314,0.5449091960285394,10.0,inf,inf,1.6435613154741398,0.7423125719106002
-39706.5951915412,0.8172743576183729,160.12721873089058,0.7921687203109594,0.5376368906859561,4.079041444707724,1.3561283275773377,0.5616301334003319,10.0,inf,inf,0.7943770536044342,0.7425383644347797
-44659.48959298194,0.5624317896697126,155.96953184034084,0.807283677449936,0.5241860735350605,4.261043905730568,1.313688952748714,0.5564635273584932,10.0,inf,inf,0.8096593869825548,0.7424820630326954
10047.64661114008,0.8305160853042348,140.52301410460478,0.39194990796756807,0.5631270210256971,1.930767127075878,2.007662374862282,0.5716346340602668,0.6859549756190363,11.086642871969463,506.3549573798704,0.3929418348938571,0.7426193674070967
-17937.965275052396,0.6632906507185442,145.2579792895259,0.48178163324948886,0.5517522477021997,2.4197434824937893,1.7788998213802691,0.5671341327279759,0.968513801214846,10.167454127820843,269.1479514811097,0.483053520952227,0.7425868356779014
-67179.91123058386,0.7461411569843228,173.4731793178645,1.2648677801316381,0.5219156882022368,6.704616787709245,1.0454772023685346,0.5555981125053229,10.0,inf,inf,1.268624906805759,0.7424723875707533
10156.493371010278,0.45987708979326836,118.82786822802802,0.2163233435464457,0.5513750360377513,1.0871786530764211,2.6531720639948118,0.5669858415677264,0.32113245673745533,13.80133663672944,2165.8503457236943,0.21689523601300473,0.742585443961151
-82495.360409589,0.49859115288372263,167.6028072662933,1.4568421963502418,0.5003339749408728,8.05607240934478,0.9382229591032534,0.5474755928679421,10.0,inf,inf,1.4615894108715133,0.7423561209693967
-79395.75046732646,0.9010735205890824,178.1344182620517,1.4190066108973356,0.5210781313482962,7.533566298095423,0.985660074112653,0.5552795071852548,10.0,inf,inf,1.4232362308179147,0.7424685970596472
4712.516014298264,0.7137605660948027,139.9510400722795,0.3705539858597044,0.5699466835693021,1.8048874333174558,2.086527045845219,0.5743625727953192,0.624365091010616,11.351914956322407,599.5684397113419,0.3714689889433743,0.7426356705803966
-940.7653367861203,0.053247293214056066,81.09365088865155,0.04386942944191447,0.5616312854591076,0.21662851886650844,5.98714546818096,0.5710390745887552,0.05209708318632935,24.186456330901162,61330.698365823315,0.043981049101620616,0.7426167711500841
-53521.96318976276,0.6665217347330235,161.7368915312258,0.9429027585087298,0.5232092670351118,4.985827618254518,1.2135438606079334,0.5560907154572169,10.0,inf,inf,0.9456886142234171,0.742478087542663
-73327.51264240642,0.803462256165739,168.31965969434307,1.1819889242593997,0.5171187833869969,6.322998193849795,1.0726935199662584,0.5537776050789919,10.0,inf,inf,1.1855709589382903,0.7424488851030862
-12491.616558167269,0.8341721535766996,159.6850496290549,0.6514601058103884,0.563663919236467,3.206251603494822,1.5585548481512386,0.5718485790491143,1.6213537641218254,8.959383328637685,101.72231630088618,0.6531055678425421,0.7426210266851669
-24348.89138963312,0.05166345397177745,113.29505224961328,0.6233119910016867,0.47091354338295593,3.6700527206619,1.358082643105807,0.5366703991110534,10.0,inf,inf,0.6256416705090678,0.7421440213097162
19579.650883000402,0.687248943406864,129.57185538572386,0.3230853915767897,0.5438712693371289,1.6451980547459466,2.1451014097676615,0.5640503336985522,0.547154582450898,11.869470196863958,799.8849407499303,0.3239643879765082,0.7425607493847971
-30577.795241696716,0.25147866113781703,131.00876289357507,0.4879898648087204,0.5077021305195661,2.6589062759637003,1.6423957747565172,0.5502291353712424,1.178395544720218,9.875193084542762,205.58777504223852,0.4895294185336487,0.7423983680278503
12072.013751224717,0.7045591329893208,140.85817698228303,0.4056700938182524,0.5591192612639243,2.011870445817477,1.961182345738654,0.5700419542721842,0.7278988977879873,10.92474594597802,455.26337058703086,0.4067119439438187,0.7426087399162082
30382.90141534859,0.40951910520134266,88.67337455833133,0.1592474215315389,0.4834026765561804,0.9121626729790563,2.7513118444870495,0.5412184870893502,0.24707898566954012,15.184457959831732,3821.7438106089244,0.15980793532915216,0.7422446628582474
-36478.28186129375,0.39651580480482573,140.9740762764932,0.5844188254019153,0.516700272957753,3.1287341262020143,1.5244329411384148,0.5536187559752156,1.6566799140556112,9.118110915465978,109.8582573371786,0.5861929609322718,0.742446575134949
39694.392994581925,0.7943335330094894,123.90232733881498,0.3478845089159496,0.5169098216046376,1.86170001406301,1.9765567185418351,0.5536982226310898,0.6501843858425264,11.427692662954627,603.8191826641719,0.3489396758675945,0.7424472642059324
-39453.99400634551,0.20380672248999898,133.88846643829507,0.6743186356762513,0.49293503817479045,3.7858707399477165,1.3607531263287451,0.5447296560132159,10.0,inf,inf,0.6765901543424178,0.7423087681767235
-77417.83855119062,0.29286174150992184,164.09897087707003,1.644531626053336,0.48902407285660476,9.308723221983982,0.8651276670280532,0.543285842825514,10.0,inf,inf,1.6501713451253386,0.7422832947551983
-35057.33568234165,0.3083421732925625,136.59843145673815,0.5596531807546833,0.5099575499698922,3.035701278315392,1.539710116903982,0.5510754278931298,1.5586840144058365,9.267040274642996,124.29800848323504,0.5614016094584083,0.742411303342839
-35767.786183737815,0.9810407801508341,174.64554991777186,1.0291217765553462,0.5486467940785614,5.196491362730624,1.2111532242009995,0.5659154688161877,10.0,inf,inf,1.0318706683078003,0.7425778965039621
-18472.590508005116,0.9968146353223702,169.79033227781883,0.8458271485449543,0.561104749361838,4.180941728551152,1.362400497645002,0.5708301917663992,10.0,inf,inf,0.8479837370095895,0.7426141502042456
-30644.33447376066,0.4320100709721068,141.65470891504518,0.5376563400548111,0.5263167359043931,2.8265626107509534,1.6155146196783339,0.5572769645315852,1.3036209978669633,9.565001119145249,164.19276355529598,0.5392248073013723,0.7424914693631797
17371.976052493425,0.49712634883181755,113.43928333699326,0.2063303266097827,0.5337355074537922,1.069968737627259,2.640249160817091,0.5601238287596403,0.3115966094764173,13.986768317617505,2338.0775289337325,0.20691447657904072,0.7425225214787217
-86707.93065320344,0.10233450812784722,149.84135927817601,3.274339203315401,0.4605684605242429,10.0,0.5672773097835316,0.5138473084589565,10.0,inf,inf,3.2792425716669893,0.746964196159197
-12255.365447330681,0.2651287619040181,120.25128767934025,0.24918792053190567,0.5389690284619977,1.2799738749387923,2.423210219790664,0.5621454239997681,0.39183784453675163,13.066118604900261,1511.2943127351505,0.24987890037081598,0.7425433690561468
17107.074765122627,0.9109039452963701,143.87557254971014,0.4511272660656329,0.5558116934321312,2.2499645611033587,1.8501528147092594,0.568733298940959,0.8614986799893681,10.461273674974198,332.8967880994493,0.4523001859224658,0.7425992763935454
18647.08551535067,0.503622033793771,119.29527674611,0.24948884967047585,0.5350387212345532,1.2906650978161658,2.4062092376558506,0.5606259473942337,0.3953481118695449,13.047108664909272,1493.6447409730006,0.2501914996712231,0.7425281130980006
-32228.311589207442,0.6376004203255947,152.75856571106655,0.6579209725890952,0.5373084567789369,3.3896129442098917,1.4872686624406248,0.5615026804935072,1.959116377074668,8.724367372723027,78.01742210394707,0.6597573257033077,0.7425374363003208
-87522.25534573685,0.15338697645642857,161.82994492555125,2.6727061808981083,0.47016822616568305,10.0,0.6534426177496019,0.5253393168019267,10.0,inf,inf,2.6780882646089377,0.7457686247928189
-70077.62825357702,0.7355054849957933,171.1997988693014,1.2431321518793546,0.5186579604654242,6.630324731097092,1.04874223569873,0.5543605428919477,10.0,inf,inf,1.2468751129581777,0.7424567885297625
-25642.270701316076,0.8428011220514694,160.4848704891161,0.7224077518977007,0.5508433426630504,3.6339274636582073,1.4506389722808115,0.5667769684880635,2.3507646567913985,8.375579180362955,55.46153131726492,0.724321400101679,0.7425844333692504
-7399.883267969126,0.315313600168647,117.5725089860731,0.20389797761272122,0.553801326686256,1.02045955027141,2.7433229890721096,0.5679404396409838,0.29755677518866835,14.107697404414901,2493.4100448445065,0.20443212364769922,0.7425928037823847
6360.831633799578,0.5844086483589414,133.6259847019782,0.31615635410136395,0.5653967488222462,1.5516042819983396,2.2432345072326245,0.5725401614586563,0.5084558735236961,12.039116674571984,892.21974958711,0.316949950161178,0.7426244858328152
-58255.24626563596,0.8862302123759195,172.7151918629289,1.138934191534952,0.5307586428438974,5.938476232468566,1.118242389423982,0.5589787736703746,10.0,inf,inf,1.142197381082647,0.7425112544015015
-11582.889677720596,0.6896117936647403,151.82133288961728,0.5377584649380858,0.5619897282160498,2.6542186661847014,1.7109923470159405,0.5711820695478304,1.126008128607729,9.755087534667517,199.14602112462126,0.5391251504147004,0.7426161028211635
-1134.2634732902225,0.35053342713430374,115.46167515745,0.16827042044224033,0.5735764352895018,0.8147536508980845,3.1134204980969007,0.5758238600424843,0.23049309564002718,15.16653184504655,3954.1580304595905,0.16868059857608347,0.7426434588417854
-80969.4081392255,0.19796587434618534,163.35760436731155,2.097286495055524,0.47837747457585544,12.14580207988047,0.7510072027746665,0.5393828545126945,10.0,inf,inf,2.104847038926292,0.7422057214028884
-9102.892130106397,0.8399120207475566,146.8727161812894,0.46105289595948395,0.565533955144291,2.2621323997711995,1.8579832426912177,0.5725948974492256,0.8668595862215743,10.408588561856966,323.50807693528367,0.46220958468636186,0.7426252712776517
8488.422669869818,0.7079494599902909,138.76126754555693,0.3707732933519417,0.5639682468285682,1.823900611040939,2.066882643515107,0.5719699328530065,0.6330388877091756,11.32947670694179,589.1198559820797,0.3717087684838868,0.7426214051726279
-66399.91348373707,0.4864628793131392,163.1618603094031,1.1789492769036207,0.5073973055523714,6.427418094150523,1.056094850871037,0.5501143874433027,10.0,inf,inf,1.1826735069543575,0.7423975724162432
-20947.592285776962,0.1802839674179556,121.42837024841211,0.3471477493041321,0.5104717387184701,1.8811737182581096,1.9567308293649348,0.5512691897299891,0.6603854173889178,11.407682425342925,593.1764234619678,0.3482299305183412,0.7424135815479879
-16709.21991592823,0.9781657839095418,168.3415223250191,0.8117871581737985,0.5622069202361089,4.005261281028511,1.3930496615997288,0.5712684606073223,10.0,inf,inf,0.81384862038378,0.7426170148049661
20056.09999802163,0.7910500844384757,130.37817421830843,0.3269665322027789,0.5455667997500893,1.6599874003335398,2.138158392613271,0.5647114662838782,0.5540997299443966,11.821664377737658,779.1168882579292,0.3278502899203336,0.7425666028091191
-16006.301527702817,0.9143812024635987,154.27140445415822,0.5818053058149691,0.5596314176096032,2.8829432012913117,1.638936336259001,0.5702451249257108,1.3105891043444304,9.416067712868198,151.08051552674698,0.5832967233391032,0.7426101816640417
40492.49976136694,0.5061608848097027,86.79506376993938,0.18896342408321332,0.47444250130743115,1.1036607033279342,2.483328458098838,0.5379466384870214,0.3130224733362843,14.216401847035574,2504.366527331549,0.18965747681870407,0.742176555316125
-60704.04178783865,0.3639691502044898,152.66261422474693,1.0316411420037397,0.49858360542297325,5.724854123769413,1.1114388402025788,0.546823518199655,10.0,inf,inf,1.03502889073803,0.7423455187788947
-86439.29370664762,0.3359592800627733,168.83656538185673,1.816626089345338,0.48971579536980375,10.268020306614844,0.8241778132321935,0.5435409885457442,10.0,inf,inf,1.8228362886264122,0.7422880485601114
11572.447636091776,0.6460456608499797,132.5412532666187,0.32261420249525136,0.5568891105285484,1.6061173854246626,2.191539565292569,0.569159198829348,0.5311799115976019,11.92083661146439,830.5462057974478,0.3234496722925915,0.7426019012039458
1665.316359681965,0.27038110192480647,105.90577486043439,0.12152685850994502,0.5699275435710742,0.5919680003292445,3.643352364831594,0.5743549345020533,0.1589919369578427,17.005040243726036,7934.8579212603345,0.12182697532035651,0.7426368240015109
-2417.109379830057,0.9079761157940801,159.00458988844684,0.6015273792430216,0.5747073912898629,2.907215744735051,1.6495112203235776,0.5762805343504344,1.3143051200875737,9.352351253599652,145.6095930228894,0.6029878345117023,0.7426463551550228
-19435.428957761877,0.4684616833292113,139.12722545592587,0.4336573424312081,0.5426150527177407,2.21307513321583,1.847788021986701,0.5635610003975459,0.842243191305808,10.573507482996112,355.5988542380682,0.4348428567996296,0.742556846699764
-17495.875632350362,0.3385917392333322,127.61023793470147,0.32666652639357446,0.5350375478902892,1.689985952846284,2.1028377577675506,0.5606258008783286,0.5668932918030393,11.786907447411973,758.116347550025,0.3275865813952171,0.7425278744185142
-80015.73640818038,0.9079231877375347,186.59944268737112,1.6436209928432672,0.5247997576873678,8.665386709770612,0.9216245634620193,0.5566975723945704,10.0,inf,inf,1.6484456862610097,0.7424856420904858
32621.903246929025,0.619562576909736,113.6125922061155,0.2597373943313418,0.5123568010811297,1.402313837828859,2.2695808341187655,0.551978797915599,0.43687252699358264,12.769112591983868,1278.0313826223353,0.2605405714898235,0.7424235989301047
44836.124865436854,0.8381338872083403,124.22255086418839,0.3687918302244934,0.5128846085134353,1.9890229134815705,1.906425661148651,0.552177574676047,0.718226539106546,11.14685957956123,505.221416305334,0.36992964932817185,0.7424266253278328
-45328.296637581916,0.39333072123196,147.72894085488412,0.7558975158269564,0.5109425567033428,4.092489436901803,1.3271287730471564,0.5514466607313523,10.0,inf,inf,0.7582492326000496,0.7424162768901451
-39065.162197128506,0.49770982356868854,155.3654270170248,0.7741151774711669,0.5268303642260428,4.0658089040774525,1.3475184775253426,0.5574734316110178,10.0,inf,inf,0.7763687439024721,0.7424938997397763
-27743.932492853317,0.6823657720888164,159.97934305088467,0.7395155070313898,0.5458716233490208,3.752461269860048,1.4224279420172843,0.5648304637417272,2.7654359917005826,8.172690616867087,43.45408660479727,0.7415120040835099,0.7425680781793434
-47594.87703336272,0.057890719669875135,139.20446960873565,1.8847648859318715,0.46472887064836316,11.254350368698955,0.7716543772690123,0.5344361436962849,10.0,inf,inf,1.892028294300193,0.7420912827196277
-48173.29769871376,0.8502088213361073,161.87486946323136,0.8669474190776123,0.5322481317189226,4.507791991951611,1.2848782393639526,0.5595508741274634,10.0,inf,inf,0.8694163845823177,0.7425175688243657
-54353.96013016793,0.2993809910525119,147.18762154962317,0.9352070796530438,0.49577218907652126,5.21973825197436,1.1614354463215437,0.5457797930168389,10.0,inf,inf,0.9383171411560431,0.7423276704085745
-1461.9317230024171,0.3321834981305378,118.64132963110916,0.1885529859607957,0.5726301860228371,0.9144048881800534,2.9369947869419883,0.5754423103206958,0.2639369331581294,14.560990947100802,3067.153776235124,0.18901417033090778,0.742641092413272
-23743.958799561966,0.36562674326660116,133.64818075350954,0.4170208374080592,0.5285177909011423,2.1832940958864406,1.8411335801263635,0.5581187703792844,0.8274780222146932,10.678730852512658,377.1506794064837,0.41822645676903075,0.7425014511465445
-51677.9315069653,0.9731985028614029,166.9063956549534,0.9614317666888916,0.5343859353201217,4.979666477557953,1.2244264607875306,0.5603742637827979,10.0,inf,inf,0.9641465742811215,0.7425261783064545
-15265.0974263955,0.8909726406222177,160.0268836067673,0.666399930788816,0.5613523755211103,3.2925098809602513,1.5354831448282997,0.5709284556375395,1.729120479234671,8.846096825698453,91.20078571880777,0.6680973989373519,0.7426150402715314
23757.27934478286,0.7616364003889409,126.53782081182618,0.3082615477245067,0.537890651116927,1.5865596870864933,2.174855052462599,0.5617282328894082,0.5200054238940741,12.061537935940233,888.1962683666485,0.3091200192586371,0.7425389207603846
-25191.68434834062,0.8001890275396251,156.76334829378385,0.6640701054137245,0.5494809278734185,3.348292917245568,1.5097426080188547,0.5662422851798778,1.8426684985133606,8.77892736797365,84.00142506194189,0.6658382699356588,0.7425802967795924
-77284.99372107562,0.8727270384036158,171.4299558245106,1.2557704492316535,0.5182352501845681,6.703181861584804,1.042697203344187,0.5542003277114949,10.0,inf,inf,1.2595581847166188,0.7424546790258035
51090.859252951384,0.977189810684751,126.25253392518933,0.3983120022386238,0.5119098328728664,2.1523297055813897,1.8313186468119091,0.5518102750852172,0.8126992131570341,10.799015432170622,402.4354481111158,0.3995460280997461,0.7424214814249116
21904.859894357374,0.965927502147282,140.48117425359362,0.4271437539244982,0.5498474683758686,2.152312439670891,1.8835462793231295,0.5663859934614301,0.805633266302029,10.668579473391608,381.66976925727687,0.4282794871833714,0.7425812447679963
-66924.20060097832,0.11704465424082494,148.30305274174503,1.9942361109449172,0.46881848865536274,11.797675989637982,0.7561872782560597,0.5359122894454021,10.0,inf,inf,2.0017669348908043,0.7421271493989542
697.3147865923092,0.3099237804932722,110.26700382292758,0.1391752554449847,0.5746371698863654,0.6727354857554676,3.4289109273233325,0.5762521750633458,0.18473864890109185,16.223343077682664,5978.910463967306,0.13951325506127565,0.7426453851225487
-73719.73134120849,0.8837873338392115,171.5348162541884,1.2263288257973686,0.5206069707311126,6.516475527779444,1.0594193298594068,0.5551004566763615,10.0,inf,inf,1.229991309434617,0.7424661677387121
56635.51065890062,0.7349997709293199,97.39856531611885,0.27157228320191584,0.47754978580902346,1.5753915226074469,2.0837703878282996,0.539078639680076,0.5086619970444711,12.394687367290356,1019.186971590194,0.2725550076347197,0.742199073845792
-69144.1005318739,0.9668369556691927,182.28464855981116,1.4231563299174683,0.5299951994389269,7.430642513153283,0.9990966963294875,0.5586853929453688,10.0,inf,inf,1.4272462604627776,0.7425085784080758
-78649.98507817657,0.9445444529486394,184.68467017693277,1.5666158001608959,0.5254688075870321,8.249019005977845,0.9450676231015394,0.55695294090298,10.0,inf,inf,1.5712018261121203,0.7424886476053092
-25585.798294716158,0.6970308969935107,148.7842496788431,0.5596773808660971,0.5443420017549545,2.8475689657767087,1.6310487601575248,0.5642337120011776,1.2983009101824854,9.497944844509211,158.87627869258412,0.5611972767531006,0.7425627176553214
-76968.51809037417,0.8024040011147001,172.67829495392849,1.3079258269526803,0.5172075315111121,6.995666721982438,1.0198983729975295,0.5538115054918582,10.0,inf,inf,1.3118881573323578,0.7424492033160247
-53716.99765998621,0.867813047685442,164.60367852273362,0.9481743041563162,0.52977890586944,4.952656945697775,1.2235829865891261,0.5586024701456056,10.0,inf,inf,0.9509016149107309,0.7425071844788385
-72340.78909534993,0.514243616294386,158.3172947471158,1.1322979737584764,0.5018728799371125,6.241851052989535,1.067148870276419,0.5480488925315768,10.0,inf,inf,1.1359625214456952,0.7423652742469801
32773.13251867867,0.7096584695418178,117.179585581318,0.2750164830859187,0.5179521227062204,1.4688728641909488,2.2270183434374817,0.5540935590522619,0.46584102286906537,12.517925106192846,1124.2767462292709,0.2758470376423923,0.7424519240682984
-9011.184757193609,0.8955169675214864,149.49686699214257,0.49241961226190883,0.566388155068794,2.4126738310028677,1.800194072349931,0.5729363974824451,0.958766508096756,10.138481652157282,267.01909218742327,0.4936512273163575,0.7426271428537996
-79659.3027975488,0.08797275808403257,150.16006875948383,3.232641320600935,0.46086949168495284,10.0,0.5724316400837332,0.5144529713976691,10.0,inf,inf,3.237580255825207,0.7468992180525574
