a2 [10^3 MeV^2],a4 [dimensionless],B^(1/4) [MeV],rho_surface [10^15 g cm^-3],cs_min [dimensionless],rho_center_max [10^15 g cm^-3],M_max [solar mass],cs_max [dimensionless],rho_center_canonical [10^15 g cm^-3],R_canonical [km],Lambda_canonical [dimensionless],rho_center_k2_max [10^15 g cm^-3],k2_max [dimensionless]
-131.19161255899309,0.5335096947128886,173.39134414695778,0.5128434580585362,0.6648722757637716,1.9444602552304084,2.268989206110013,0.7605784064007827,0.7167303445826562,10.445590473011025,367.26454187194963,0.5135993440763948,0.7424137412765766
-41.29559750573957,0.6143291691429975,154.46658891329298,0.4091892033609133,0.6053001701676597,1.7869817902340643,2.202667376538064,0.6431355172442875,0.6247717904344273,11.130522377688695,544.8805433101899,0.4099883180328253,0.7426954345362298
-160.9749385164423,0.49953830418213613,179.6996768239803,0.5702487543867312,0.6824397849088149,2.09831147741307,2.221062785621161,0.7891153785303052,0.7938548092124894,10.08858546212046,290.1467714272878,0.571046320383719,0.7422737163575001
-9.471681116027293,0.5642048213003705,144.75223274562723,0.37633680077995796,0.5841534261587473,1.7645141073270103,2.1456032079295833,0.5939483711513981,0.6078545379484411,11.35826035159545,610.6438997207608,0.3771923472718761,0.742677774272959
-62.77707426635773,0.5348923704445904,161.49487622702662,0.4467125580565277,0.6215123148308884,1.8633388642970723,2.2055273334890964,0.6782541886370496,0.6650957173907677,10.847120246977745,463.153161655974,0.4475054686946036,0.7426579629437161
-119.61963079028227,0.6037132374714329,173.95264695240473,0.5398177745385364,0.6503338582049918,2.1053975332316774,2.1476280236411402,0.7348776871853269,0.78787438900538,10.212991514030499,310.5758939653405,0.5406563370940324,0.7425139091381721
-76.40083732118892,0.5883932191216174,165.0601591022244,0.4750887218358365,0.6272194268051855,1.952822600519644,2.1701781142098007,0.6900610424960937,0.708561934152819,10.625525202059421,403.16642227302407,0.47590716285834767,0.7426367236918606
-92.47322401164251,0.5294414148988575,165.54740434033008,0.4530500418716101,0.6429804394834846,1.794747749994384,2.3069824162318375,0.7211451315430997,0.6415131810008418,10.866597179021161,476.7067623509973,0.45377528427068886,0.742558561358401
-94.28392779599861,0.43171109527663953,168.17545399858489,0.47192087831760887,0.6501033005885549,1.8414149743770645,2.2958017773430313,0.7344527778948884,0.6649179082589807,10.727131333007632,438.04718511080546,0.4726546109788816,0.7425155475482139
-93.12394388384881,0.5612252706258064,167.1500963180682,0.47573119063726543,0.6399261828405248,1.897406421950722,2.2358053752870646,0.715297533030266,0.6868558521925792,10.665174081671042,417.93427092664547,0.47650289231548687,0.742575661388977
-59.84302574847965,0.503883048818659,161.20954850281234,0.4451197212669772,0.6207801982741217,1.8602883835774362,2.205225279658553,0.6767183236632659,0.663452158748421,10.858428365880552,466.20669154814266,0.4459129447313102,0.7426604320854651
-44.95039726531817,0.5158585455070741,157.24804608605498,0.42683335707506087,0.6099984861316134,1.8381362034036783,2.1863345663466713,0.6535499656768738,0.6497606447334718,10.980250011523019,498.51641286520663,0.42764277716195115,0.7426885149098131
-73.92388901546452,0.5611565120181069,165.9183488833997,0.4874054037955671,0.6260992609746755,2.009111044495653,2.1365399707597343,0.6877665810454938,0.7349721485096034,10.520829705108195,375.75643083778897,0.488249879558448,0.7426412443798281
-147.8052518217962,0.5443049124503054,178.0999469528772,0.563646828781647,0.6704627759231137,2.115930577374957,2.1871962345956715,0.769960077733855,0.7986342945789102,10.105308321997168,291.73465244198303,0.5644628909278974,0.7423707314647435
-33.26502428125698,0.5117610775386264,152.11010160721577,0.3921400914122504,0.602477978796053,1.7274980286921022,2.2311115935772308,0.6367884966455671,0.5969135693299855,11.293099940579795,600.083096146679,0.39292012232751516,0.7426977938148779
-94.64672862594263,0.47165513559808714,168.289485386846,0.4780834170212885,0.6467102739435145,1.8787520712341166,2.264351704008032,0.7281711249958284,0.6806244589369246,10.666874685462862,420.3595647671994,0.4788369112133708,0.7425366008761329
-116.73815589982347,0.2950361772101202,175.31420985195325,0.5175297581963757,0.6814641743218075,1.9072731890907457,2.32757312415278,0.787600980258377,0.7053089006683039,10.447146869677471,370.7190602579053,0.5182554845101138,0.7422819913345112
-87.46391490431392,0.5318028509236975,166.29061455873511,0.4689945055064171,0.6381155006817668,1.8782190303103332,2.242432389705097,0.7117907907169725,0.6774653632385242,10.71509555194948,431.150602969893,0.4697614400029471,0.7425853618027292
-122.07746530194456,0.5748991135629274,173.1561272223047,0.5230980285008855,0.6549586040313229,2.0211658825896586,2.202859867373446,0.743259843117271,0.7491442920561845,10.345051211301678,341.15279327088496,0.5238963669717431,0.7424838521337692
-50.032053498982975,0.438814761046458,157.7809785217741,0.41503952023751955,0.6175514659290108,1.7496943913883207,2.2641678692244813,0.6698881079319806,0.612231783038856,11.128289344008653,550.5541451759328,0.41579247695909777,0.742670450752018
-33.51693207156958,0.593345399789583,154.0720605491463,0.42006186463763107,0.600010340272149,1.8649049460088325,2.139489267684607,0.6311818056148796,0.6592564876490429,10.994483757761301,497.60591581954867,0.4209113196450039,0.7426992198492278
-39.88932923309753,0.7550937583865003,154.18984141523464,0.41724906154390157,0.6013712106819229,1.8444391278165977,2.1556720821994193,0.6342796471718815,0.650054935052245,11.029602969908769,509.5147431607123,0.4180851319596135,0.742698757283094
-136.06536450000846,0.2963291648214188,180.16569956061997,0.5659205964628776,0.6928069919054026,2.0496933296898807,2.267740817212863,0.804693005149138,0.7742231581528818,10.136228484054655,301.4156080306806,0.5666918112784778,0.7421833079849433
-117.92730287155632,0.2776118503796376,178.4994468797327,0.5556410580685951,0.681980508229463,2.0460355958702334,2.248310656904204,0.7884029936586822,0.7691845711236746,10.183170545522016,309.88704197985334,0.556419141879465,0.7422776912629444
-104.85604332327054,0.5042489137649474,172.99050624396958,0.5319546637591345,0.647824179076458,2.0855807739838235,2.151836557172334,0.7302463035854758,0.7776433830655608,10.260750864576506,320.44869518078684,0.5327892981952509,0.7425296652108777
-115.75960829996414,0.3001367717172829,177.21560770740058,0.5448485239332825,0.6771777613722036,2.0220716154250753,2.2516754756502184,0.7808547775233289,0.7564994652205349,10.245954475463822,322.8502350350819,0.5456217428020437,0.7423173247213743
-26.988411918912053,0.7196806837045513,150.58166190278902,0.40101511386851374,0.594195769128374,1.8146207233687168,2.1498913723125015,0.6177698972668981,0.6340536852058516,11.153682484929368,545.8499805497632,0.40185971263913645,0.742697323901641
-125.48367793668466,0.5173016023940256,172.3907832229944,0.5031488927100692,0.6631751624815437,1.9136663947346417,2.283259081920444,0.7576760007193852,0.7020995311588613,10.51409582804813,384.04507221008396,0.5038947098016866,0.7424262820151459
4.378986145375297,0.581263418101319,136.19786795556027,0.3335606824819057,0.5693153807680466,1.6264524174055381,2.1970732044931083,0.5741091591031263,0.5419110000791831,11.811395983626047,786.1498445389651,0.33438624146153373,0.7426338133262329
19.678211618054892,0.5791689201110487,126.31489783702851,0.3021202436077463,0.5394779716475092,1.550520492579146,2.2025449870376033,0.5623430405190677,0.5042735707018007,12.159639310026154,939.0026616774313,0.3029563791018317,0.7425448999259397
-11.673053354866541,0.48562928398698313,143.29652977359072,0.3519747950555349,0.5867280916118055,1.6348702465837288,2.2384829761610137,0.6001344833341998,0.5500990713784865,11.663733417043995,734.2951937149465,0.3527588742816163,0.742684438212057
-132.44277208525105,0.2994213481017494,180.49323554104143,0.5741617316834169,0.6884895766276188,2.092970349591167,2.235860656318429,0.798317707272356,0.7931503354073967,10.075401660388756,288.295100576985,0.574952361157911,0.7422215646015985
-116.75059755370198,0.6017785029583307,173.7503181051802,0.539996172146312,0.6486571967370101,2.113432514359384,2.1395946336106704,0.7317903328656106,0.7913000260708688,10.206676593308167,308.8472853060019,0.5408406013604259,0.7425244412239949
-71.97221603533801,0.5385519948504373,163.72024603244674,0.45975294713198417,0.6272682008395388,1.8895517544146072,2.206345979971394,0.6901605978259522,0.6790815775468394,10.755190620061711,438.7517636003346,0.46054477150530193,0.7426365209567826
-71.5478091814105,0.6032615073627204,160.14337339642893,0.4227985178784671,0.6262126885541458,1.7422928969991782,2.294637328515901,0.6879992693157969,0.6121306692244702,11.086983654922756,540.5869678720376,0.4235306271211263,0.7426407420541736
-81.67629551842454,0.400709689822257,168.933534406326,0.4943798634209961,0.6410934564064965,1.9666520932017473,2.1990739719849213,0.7175425554372964,0.7192940706530363,10.519578107247751,380.03370165267626,0.49517772747992056,0.7425692358220941
-58.68887157140576,0.40245410894216027,162.5371944092514,0.45146707808459885,0.624797444081964,1.8671274512917535,2.212608548833989,0.6850852354221648,0.6679456558660922,10.817943686778793,455.8817452714388,0.4522545628815065,0.7426463646659751
-83.45977056623873,0.4435736719138352,164.70056214229064,0.44427222470608274,0.6426929867362464,1.7610841372751536,2.328161036479561,0.7205984086118266,0.6264805054356571,10.943252136726883,500.21378045881,0.44498428891508307,0.7425601928826971
-144.01819773416463,0.47327616629370295,177.20537538718466,0.5458150840920553,0.6761786839228342,2.0290309755093,2.245715440673586,0.779258861211379,0.759422625634963,10.237237709848188,320.75799879434936,0.5465919022653943,0.7423254554675505
-65.43938889086535,0.600261513428386,163.40297029101944,0.47269632329696215,0.6195373725016975,1.9820943773081952,2.1329078498040013,0.6741002132380126,0.720226351615603,10.613956627028877,397.32538457151765,0.47354444339342877,0.7426644890216324
-158.07446119931933,0.49603656064144985,178.80386454593642,0.5595150003216124,0.6819096907114457,2.06053970914288,2.240244214195269,0.7882933936573502,0.7759387317865909,10.15738867862864,304.3760756985226,0.5602986611565267,0.7422782593019412
-53.814082436262744,0.5484151387232417,158.16965479834357,0.42345863448941945,0.6155854591259694,1.7948605527037136,2.2295998824810264,0.6656836781276464,0.631836790939355,11.037984594129194,519.6705664208703,0.42423550663289505,0.7426759387022818
-61.712551492155825,0.6131703777862595,162.12070763760624,0.463905237053287,0.6170117915922381,1.958582536070168,2.138479038825777,0.6687373491585138,0.7083129557459332,10.677270781746117,413.2187159751243,0.4647494126673964,0.7426720756788038
-76.58294609074228,0.7222577605282118,164.47937091067567,0.47926228454908715,0.6221300225277834,1.9958090972898686,2.1327508868122647,0.6795446889043236,0.7275287368477823,10.570627270409103,387.0278994556464,0.48011011738349,0.7426561743942026
-62.398219705246916,0.4688077542941338,163.7612389122116,0.4686561114157985,0.6231780243543673,1.9463158814507957,2.162627554545136,0.6817290404082659,0.704300285035522,10.663182058590507,411.79416511690334,0.4694805621495691,0.7426524366043235
-22.463699687293005,0.547703014755403,150.075362601012,0.39806860868664706,0.5934681631331018,1.805725143964629,2.1527556982427183,0.6160717224533832,0.6297016358199485,11.180212137276296,554.3750472425378,0.3989114294606119,0.7426966243634407
9.635853445928719,0.5860655086181591,135.06490050120695,0.3411412841270522,0.5599498501012977,1.689564553117045,2.1414067855327854,0.570371599591351,0.5692750234589078,11.681560531416705,725.0834951967453,0.34201479109954436,0.7426104373358036
-89.08700010588844,0.4123500959022225,170.7603956323069,0.5096127138283624,0.6449433561437876,2.0102467563332556,2.1847040120810264,0.7248589792358883,0.7409432643703258,10.415095774398544,355.31887645008624,0.5104217860582074,0.742547142357839
6.1662410884842975,0.6927141782216387,134.93162669927224,0.3258760174209783,0.5668658130844273,1.5954142527647261,2.2145172864208753,0.573127484841843,0.5278179693126082,11.907693567762824,829.3355141804186,0.32668968228516837,0.742628065650087
-90.30254154493255,0.31905562472180476,170.28538359276362,0.4861761260375171,0.6573125109107532,1.869809524535866,2.2959616775354164,0.7474511282795026,0.6802242721125421,10.631075040259097,413.3751586692332,0.486911717821672,0.7424679621176876
0.4669107073625783,0.7424899676015899,139.74228472870152,0.35525900260999527,0.5766156385415812,1.7118010051487345,2.1525720729177835,0.5770525670897136,0.5814354590665773,11.556316818753851,680.5590057038838,0.3561158443212919,0.7426493870414708
-82.69117133587358,0.5532786924043288,165.5324399812103,0.46824919051402336,0.6336061404623105,1.8949971070754292,2.2204874045528213,0.7029282075993887,0.6836581332982817,10.706042253273228,427.17569283914355,0.4690310027506258,0.7426081303585015
-80.4433388658108,0.3233692223240348,167.78745227754487,0.46868808157730424,0.6493053057214259,1.8318240759650157,2.2997870203387776,0.7329848296018855,0.660331647640108,10.751717053792511,444.81467923011166,0.46941908861225323,0.742520580316488
-57.45167191552371,0.4181011927853093,160.12909397556706,0.42640084034876735,0.6242232855466388,1.766060978762678,2.273368478679688,0.6838980670318183,0.621973052133877,11.04513043440596,525.9095140410165,0.4271468375570923,0.7426485024029426
-94.28571653735504,0.2935132951461118,171.9993593657659,0.49835614102184345,0.6633729574303826,1.8947402062129302,2.2950914420852238,0.7580154287831032,0.6935710060427405,10.551133404857621,393.6067372574985,0.49909435926340995,0.7424248448344782
-82.1559566811598,0.4729286807249017,164.97244272873445,0.452943031043115,0.638960405968592,1.8104566902352142,2.2862815859409373,0.7134308122648185,0.6470971302264764,10.855045271489683,471.93265407442436,0.4536809196507982,0.742580852199023
-18.997239007431958,0.5933421237450245,147.6930635080931,0.3826595138791537,0.5906610076653376,1.7526800203298205,2.1755264708500395,0.6094791994317758,0.6043731513891836,11.329593800010969,605.2536093362007,0.3834866687663753,0.7426928223883488
-147.70511314333382,0.23901695128998007,182.54284464387885,0.5786491612699115,0.714032349590221,2.036601906786142,2.3139320842134348,0.8337927597199497,0.7745684367349174,10.088812593173659,293.9929553499519,0.5794043647192165,0.7419834328426658
-124.5502879883427,0.4618870256973603,174.1629854455538,0.5206790549905348,0.6659792475500732,1.9702034132002442,2.256617446354211,0.7624577919656016,0.7289260374399883,10.390843699480014,354.2213873745289,0.5214437032895874,0.7424054397453718
-31.618586633176776,0.673304485278432,148.46775370023238,0.3653398263470056,0.5988400029389698,1.6281696808417665,2.285831144086582,0.6285068888787753,0.5516962500028905,11.573317109096415,706.2768397256903,0.366084604600671,0.7426986662906385
-139.45690091079607,0.5254485290980229,175.16965389980587,0.5283316967473685,0.6697109360648881,1.9858950109742122,2.2559669488379663,0.7687117917138607,0.7373720870593505,10.344591303460218,344.0106681802305,0.52909838456616,0.7423769517322839
-54.516891364406646,0.44020240408740585,160.2304728567145,0.4358183600419401,0.6201094251459769,1.8246648410936492,2.224689671291045,0.6753069526721341,0.6469208151339874,10.940560893724054,490.8570181424616,0.4365978571374751,0.7426626250720126
-47.91696740233797,0.5797332390375047,155.81829941407008,0.4093499815837755,0.6108999343279405,1.7582411977098567,2.2382727843513224,0.6555263189701437,0.6136821348661787,11.155781390481708,556.5391101093022,0.41012201068622617,0.7426867477831093
23.507115141374,0.7061990165678443,125.40985565560881,0.30129748997930494,0.5363499269279881,1.5550338882055703,2.1943031671396738,0.5611324634584927,0.5058353667803659,12.160907675686584,937.7398952247029,0.30214168590274154,0.7425330037525797
-25.585512135524276,0.7497786915376653,150.50415489577244,0.4045779202873942,0.5929030623061923,1.8387800976858018,2.1314437428427673,0.6147497448420538,0.6450037718084426,11.10891028447712,530.0373791159191,0.4054380559344176,0.7426960428971907
-21.4482958476817,0.6914570319072273,146.124037048222,0.3634239954678234,0.591652508626833,1.6589350121604953,2.239692926438329,0.611815999005778,0.5625097937647656,11.555671054830658,693.4587588827183,0.36420383469532813,0.7426938750740123
-34.24558427795119,0.5864927735786177,149.226804008823,0.3633009347443979,0.6024542247404737,1.6006168238527292,2.317810917875505,0.6367356686933702,0.5411861174129733,11.615689025532557,726.6100169664039,0.3640237382681098,0.7426975006940169
-127.53788370677267,0.3943025729734471,178.29566101946781,0.5646646982148841,0.671657351190608,2.1153526608759496,2.1900222068135817,0.7719278326109887,0.7987059265201547,10.101429158135108,291.13449527134276,0.5654792361642279,0.7423613759564379
-89.93851515828138,0.5046104123557187,167.21819776343912,0.4744268032238225,0.6412036671805861,1.8868110927322883,2.245402039103398,0.717753686198068,0.6824317997281726,10.679980837892522,422.3686950285721,0.47519209627202835,0.7425686247078688
-91.86583721487172,0.46913358256143795,170.20218926112852,0.506393281482365,0.6428610065016871,2.006603170330794,2.1815111549663446,0.7209184961420902,0.7385968308759504,10.43280687109171,359.04676803680945,0.5072043347134676,0.7425592475636307
-79.01802320188001,0.4930774913198341,168.24554165156223,0.5022575570793125,0.6322974040973381,2.0389984889513646,2.13725060912213,0.7003221702851469,0.7509924659455482,10.428005607328393,354.92976552337717,0.5031014056158225,0.742614289268205
-142.35622015400267,0.48974091951890186,175.20619927841017,0.5222859902050025,0.6755299563852012,1.9436269713474736,2.2930942882986507,0.7782157374886154,0.7198561283707913,10.400658449238817,358.3552979930942,0.5230307005902848,0.7423309434390826
-5.649788705994026,0.5508208970027091,143.35152550519675,0.3728886435360474,0.5814602216783211,1.7661474345839918,2.1350651199691946,0.5874213283105518,0.6078410852000757,11.378898292586802,615.9996350049036,0.3737551282512384,0.7426685607040229
-117.15352511020363,0.5366651815311699,174.31136551772903,0.5398089695451295,0.6532090229602416,2.0930745161096813,2.1606662697195147,0.7401125022650901,0.7827507380193857,10.221481195612224,313.03077651218274,0.5406382647489552,0.7424953166769658
-153.98502022149782,0.23607692720933804,183.4708862965794,0.5867816726141044,0.7192732410614986,2.052091960477675,2.3141376727678953,0.8404237488819192,0.783256429859632,10.045528949428677,285.6977105990334,0.5875407563968256,0.74193150898544
-49.736897468472684,0.4641644119123225,159.83055665434395,0.44320461558124646,0.6148757938284585,1.882267548215993,2.1751241417601346,0.6641576346823662,0.6717471319838846,10.850341668325015,461.2692647788265,0.4440210508521421,0.742677809630036
-88.08548110666804,0.5601895709148069,165.72880798209903,0.46409567918414313,0.6372695180502052,1.8622025318730557,2.249805088855359,0.7101421710136291,0.6698759616006804,10.753558953316942,441.72718456116525,0.46485751055335517,0.7425897826342738
-158.50413893454052,0.43014699667625583,178.3542635418141,0.544961953573766,0.6911692923773122,1.9785212980584277,2.3049215408406156,0.8022916253473213,0.7408790531167547,10.272348934047969,330.8669570784971,0.5457074759564557,0.742198102921405
-9.182745610093844,0.5425283797884713,141.06745312080528,0.3384039397328465,0.584446100314701,1.585006956403553,2.2649805662048808,0.5946545763381219,0.5274518189234664,11.8208703111824,801.5339330394642,0.3391714913225931,0.7426782265017996
-26.903195072548378,0.6585075339260593,151.1314668827628,0.40475722485111937,0.5948371573246283,1.827611066279011,2.1443548653319917,0.6192631979394072,0.6403014624616318,11.118694940766876,534.5525377361438,0.40560578422093796,0.7426978546928455
-40.32230586303794,0.6195415816740211,152.60922672373025,0.3901724682162212,0.6051772219766308,1.7045979057498317,2.2548871524535414,0.6428609649997935,0.5876635190782776,11.327696293500672,614.4536250568195,0.39093506086546226,0.742695393988329
-20.22025645901621,0.7007165369743514,147.04189660355922,0.3765378656210015,0.5904899235888738,1.7256971216345902,2.1918941708889563,0.6090755627251725,0.5920166363953852,11.397081892621689,630.2476480255978,0.37735284735484775,0.7426923936784853
-88.5067355620775,0.3659755994355505,171.98271500833619,0.519356239921631,0.6480207068166197,2.0353206542413735,2.17870216891172,0.7306100653167104,0.7537217403304044,10.352265307992957,341.2432258494124,0.5201704497618759,0.7425285713869899
-56.32949750165874,0.5501201759222278,159.23663340685505,0.4318786049944621,0.6169608172758256,1.8236211691653728,2.21604611123015,0.6686284939159647,0.6453812131661328,10.964003300145452,496.7555405127701,0.4326647275518182,0.7426721870291382
-39.8266780106888,0.5158479301834987,156.458455055047,0.42842953443145687,0.6061212572033196,1.866354841446554,2.1578632393623454,0.6449693024222953,0.6616741345579619,10.945990639440735,485.8832322988645,0.4292618463390273,0.7426945076971727
-48.95677275220046,0.6180829279344892,155.64365091365,0.4082737025353264,0.6105821320208453,1.7552335428817796,2.2391987627272583,0.6548304182305775,0.6122187059887981,11.165162878022947,559.5859844558289,0.4090451852797573,0.7426873643685816
-160.97713473832093,0.34723562886000253,182.07149122532616,0.5825851615847476,0.7013177307022146,2.084775044838835,2.2645038250021234,0.8168036544174755,0.7931472472982812,10.04492799790782,283.7199805632103,0.5833642703908035,0.7421052693257708
-92.645450539824,0.5404223251708509,167.75766893353585,0.48190668863049263,0.6403948614390049,1.920019359643656,2.2238136983232937,0.7162003943790881,0.6974151949766177,10.616410577416461,404.94758726297846,0.4826867984978893,0.7425731003386589
-19.302436019698593,0.6626106712154687,147.9103401057114,0.38700302650235624,0.5900668355051466,1.7762443283634308,2.159009404463082,0.6080753191238792,0.6150290798905463,11.278080879761557,586.1689722751527,0.387843302422906,0.7426919126059214
-137.2822622949511,0.20534757483182453,182.94825503424178,0.5839768830517974,0.7137985838948077,2.0559570017945696,2.302614224628027,0.8334922983805123,0.7834415955374389,10.055298540716525,287.13637169519995,0.584739355145644,0.7419856967513249
-85.48556827162032,0.4190936320840897,166.41764726880314,0.4594714067922297,0.6451101779971826,1.811793939080015,2.3016701868171885,0.7251724775681987,0.6498799094208608,10.817471602280088,462.69793928573284,0.4602003611863556,0.7425461623801722
-51.89370956863154,0.4301704849088394,160.97384464595223,0.4489846182655198,0.61784989972398,1.8912569619402502,2.178647076649447,0.6705232302484239,0.6768534678820665,10.81141851724975,451.17080919135884,0.4497977901404392,0.7426696386956999
-124.16627974308877,0.5572986254264435,174.54672083904464,0.5379654102435424,0.6564248291822331,2.0726445933253457,2.178732078669739,0.7458785011390977,0.7739201314944038,10.243375586043223,318.48540042340875,0.5387820251454671,0.7424737756509648
-0.8761055996610084,0.5543930070628175,137.61318609526307,0.32999429200523916,0.5780220402011913,1.5839797108963738,2.241465311547702,0.5790054479753262,0.5245835559058974,11.888275015829029,825.9295782059309,0.3307835963157003,0.7426539261498248
-109.22884773889723,0.6523883623592129,171.49257912473595,0.5228175609575011,0.6423454430298989,2.0740539379465277,2.144489958473977,0.7199375314451143,0.7705871837368286,10.309115690685475,329.95886018723354,0.5236567799802601,0.7425620972910499
-152.60240684233688,0.41452421641803255,178.44648774881387,0.5483510625421073,0.6887112871681605,1.998174800398447,2.2886975347587564,0.7986472568397676,0.7491223835401591,10.244944570534038,324.37245585702675,0.5491057190720824,0.742219801465728
-118.69191535651468,0.4886108463736133,174.7366517752101,0.537926696711755,0.6580976151170622,2.065759038334628,2.1861928215418307,0.7488408883466287,0.7711424470678455,10.248190472955535,319.88714754385734,0.5387383191579397,0.7424622536496991
-120.573969287154,0.6617344064901156,173.680756455739,0.5410532309320696,0.6474869135547717,2.122780490508895,2.1321112238082223,0.7296203263665756,0.795520486895468,10.195698827751434,306.23520505109076,0.5419033093468378,0.7425316444855926
