a2^(1/2) [MeV],a4 [dimensionless],B^(1/4) [MeV],rho_surface [10^15 g cm^-3],cs_min [dimensionless],rho_center_max [10^15 g cm^-3],M_max [solar mass],cs_max [dimensionless],rho_center_canonical [10^15 g cm^-3],R_canonical [km],Lambda_canonical [dimensionless],rho_center_k2_max [10^15 g cm^-3],k2_max [dimensionless]
215.04357362929517,0.7465991176575528,134.85532996161777,1.0000000000000002e-14,0.0,2.4331091418690693,1.920440354746256,0.5524354927024119,0.985622230292337,11.699848107580218,297.0426007691685,0.6292736203662116,0.10564228876857015
79.829246822818,0.33642842752563856,122.55938086446112,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
250.9092881002359,0.6051704244651746,116.0017430409714,1.0000000000000002e-14,0.0,2.575130748131259,2.044079698292093,0.9618717878108253,0.9856222302469901,11.699848019707067,297.0426008525347,0.62928616550063,0.10564227349604018
217.76120343409355,0.629052778409939,123.16302347689422,1.0000000000000002e-14,0.0,3.7636379304015706,2.02503427809499,0.555219456966748,0.985622230296289,11.699848136928004,297.0426007603428,0.6292957111764867,0.10564248653107358
225.21479108493236,0.8851500963840392,162.51397534093556,1.0000000000000002e-14,0.0,2.4491512580319026,1.8608385468219322,0.551864704545259,0.985622230207492,11.69984797732859,297.04260092559673,0.6292994618616773,0.1056421413489337
20.842890589625025,0.7692926470273302,169.50790164250398,1.0000000000000002e-14,0.0,2.3946617077264905,1.6690128247296565,0.5771166957740299,0.9856222568419135,11.69984646103849,297.04255143634396,0.6293461322958818,0.10564196996803334
70.70336387913206,0.5769988922037641,142.3998051495949,1.0000000000000002e-14,0.0,2.585732017255224,1.9728073114718128,0.5744244695465625,0.9856222302661937,11.699848046673607,297.0426008160816,0.6292842584698783,0.1056421379024765
153.8324488711205,0.025192853092091228,45.6927240735382,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
50.43030146395728,0.20886312463614326,136.5374964728724,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
277.33075738150933,0.3032101436729655,120.38293131291096,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
258.3884692896896,0.24247476790983377,154.33059054843181,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
179.07599847851924,0.6410527345447002,140.16386473663502,1.0000000000000002e-14,0.0,3.192764125145806,1.9990368075094718,0.5612196537240508,0.985622229992541,11.699847831963476,297.0426013253342,0.6293032327870048,0.10564215273984755
231.3743010995865,0.07917088023879931,77.0921860136875,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
219.81446754992953,0.4176727453266727,132.19519320302132,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
295.08367119973394,0.01517742780010585,152.86404858612923,1.0000000000000002e-14,4.162891923064762e-06,2.8571696585175297,2.048060216223512,0.9880562481221495,0.9856222302766722,11.699848065179255,297.0426007982706,0.629316601446994,0.10564216488608084
